,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Color,Airbags,Turbo,Mileage_BIN,left wheel,right wheel
2042,16766,1185.0,hyundai,h1,2009,universal,1,diesel,2.5,162332.0,4.0,automatic,Front,yellow,4,0,4.0,1,0
2043,19444,308.0,toyota,prius,2014,sedan,0,hybrid,1.8,125000.0,4.0,automatic,Front,white,10,0,3.0,1,0
2044,37633,0.0,lexus,gx 470,2005,jeep,1,lpg,3.41,336000.0,8.0,automatic,4x4,black,10,0,9.0,1,0
2045,1176,779.0,ford,escape,2013,jeep,1,petrol,2.5,241638.0,4.0,automatic,Front,silver,12,0,7.0,1,0
2046,15681,1528.0,ford,transit,2007,microbus,0,diesel,2.4,168000.0,4.0,manual,Rear,white,2,0,4.0,1,0
2047,11917,530.0,hyundai,elantra,2013,sedan,1,petrol,1.6,31691.0,4.0,automatic,Front,white,4,0,0.0,1,0
2048,26657,0.0,toyota,land cruiser prado,2002,jeep,0,diesel,3.0,27000.0,4.0,manual,4x4,silver,4,0,0.0,1,0
2049,8154,0.0,mercedes-benz,a 140,2004,hatchback,0,petrol,1.4,167000.0,4.0,automatic,Front,sky blue,4,0,4.0,1,0
2050,2195,0.0,renault,laguna,2002,hatchback,1,petrol,2.9,25000.0,6.0,tiptronic,Front,silver,6,0,0.0,1,0
2051,9252,765.0,hyundai,sonata,2015,sedan,1,lpg,2.0,343306.2,4.0,automatic,Front,orange,4,0,9.0,1,0
2052,3450,1172.0,lexus,rx 350,2011,jeep,1,petrol,3.41,253174.0,6.0,automatic,4x4,silver,12,0,7.0,1,0
2053,30931,880.0,hyundai,elantra,2018,sedan,1,petrol,1.6,35798.0,4.0,automatic,Front,white,4,0,1.0,1,0
2054,36401,880.0,hyundai,elantra,2018,sedan,1,petrol,1.6,71551.0,4.0,automatic,Front,grey,4,0,2.0,1,0
2055,54393,891.0,hyundai,santa fe,2016,jeep,1,diesel,2.0,101671.0,4.0,automatic,Front,white,4,0,2.0,1,0
2056,44166,971.0,ssangyong,rexton,2016,jeep,1,diesel,2.2,115193.0,4.0,automatic,Front,white,4,0,3.0,1,0
2057,314,1053.0,mercedes-benz,e 350,2014,sedan,1,diesel,3.41,149486.0,6.0,automatic,4x4,silver,12,0,4.0,1,0
2058,15681,761.0,toyota,prius,2010,hatchback,1,hybrid,1.8,128000.0,4.0,automatic,Front,white,4,0,3.0,1,0
2059,47042,891.0,bmw,328,2016,sedan,1,petrol,2.0,32000.0,4.0,tiptronic,Rear,white,8,0,0.0,1,0
2060,19416,530.0,hyundai,elantra,2013,sedan,1,lpg,1.6,186234.0,4.0,automatic,Front,silver,4,0,5.0,1,0
2061,10349,1266.0,honda,fit,2014,hatchback,0,hybrid,1.5,130000.0,3.0,automatic,Front,silver,2,0,3.0,0,1
2062,23207,0.0,lexus,hs 250h,2010,sedan,1,petrol,2.5,79000.0,4.0,automatic,Front,grey,8,0,2.0,1,0
2063,627,586.0,lexus,ct 200h,2012,hatchback,1,hybrid,1.8,192683.0,4.0,automatic,Front,white,0,0,5.0,1,0
2064,12544,765.0,hyundai,sonata,2015,sedan,1,lpg,2.0,343306.2,4.0,automatic,Front,orange,4,0,9.0,1,0
2065,4077,0.0,daihatsu,yrv,2002,universal,0,petrol,1.3,120000.0,4.0,manual,Front,white,2,0,3.0,1,0
2066,200,0.0,mercedes-benz,e 200,2011,sedan,0,cng,2.0,11111.0,4.0,manual,Rear,beige,0,0,0.0,1,0
2067,2430,1091.0,nissan,altima,2016,sedan,1,petrol,2.5,142469.0,4.0,automatic,Front,grey,12,0,4.0,1,0
2068,6115,0.0,mitsubishi,colt,2003,hatchback,0,petrol,1.3,0.0,4.0,automatic,Front,blue,2,0,0.0,0,1
2069,7997,640.0,hyundai,sonata,2013,sedan,1,lpg,2.0,343306.2,4.0,automatic,Front,silver,4,0,9.0,1,0
2070,25591,528.0,hyundai,elantra,2014,sedan,1,petrol,1.6,120000.0,4.0,automatic,Front,silver,4,0,3.0,1,0
2071,314,2109.1000000000004,mercedes-benz,e 350,2010,sedan,1,petrol,3.41,274771.0,8.0,automatic,Rear,white,12,0,8.0,1,0
2072,9252,765.0,hyundai,sonata,2015,sedan,1,lpg,2.0,343306.2,4.0,automatic,Front,orange,4,0,9.0,1,0
2073,8467,639.0,hyundai,sonata,2014,sedan,1,lpg,2.0,343306.2,4.0,automatic,Front,orange,4,0,9.0,1,0
2074,6272,0.0,subaru,forester,2000,jeep,0,cng,2.0,200000.0,4.0,automatic,4x4,white,4,0,5.0,0,1
2075,16850,781.0,toyota,camry,2012,sedan,1,petrol,2.5,168436.0,4.0,tiptronic,Front,black,12,0,4.0,1,0
2076,19130,1869.0,cadillac,allante,2019,sedan,1,petrol,3.41,41198.0,6.0,automatic,4x4,silver,12,0,1.0,1,0
2077,8781,0.0,toyota,ist,2002,hatchback,0,petrol,1.5,117000.0,4.0,automatic,4x4,red,4,0,3.0,0,1
2078,20071,1018.0,mitsubishi,outlander,2011,jeep,1,petrol,3.0,123000.0,6.0,automatic,4x4,silver,8,0,3.0,1,0
2079,8311,1273.0,kia,sportage,2020,sedan,1,petrol,2.4,17466.0,4.0,automatic,Front,black,12,0,0.0,1,0
2080,28225,779.0,toyota,camry,2013,sedan,1,hybrid,2.5,100000.0,4.0,tiptronic,Front,white,12,0,2.0,1,0
2081,15681,0.0,kia,optima,2012,sedan,1,petrol,2.4,102000.0,4.0,automatic,Front,grey,10,0,2.0,1,0
2082,14113,0.0,mercedes-benz,c 230,2006,sedan,1,petrol,2.5,180833.0,6.0,tiptronic,Rear,black,8,0,5.0,1,0
2083,3293,1051.0,hyundai,sonata,2016,sedan,1,petrol,2.4,189104.0,4.0,automatic,Front,silver,12,0,5.0,1,0
2084,16308,891.0,hyundai,sonata,2016,sedan,1,lpg,2.0,343306.2,4.0,automatic,Front,white,4,0,9.0,1,0
2085,6500,0.0,opel,combo 2001,2001,goods wagon,0,diesel,1.7,236424.0,4.0,manual,Front,white,2,0,6.0,1,0
2086,15367,765.0,hyundai,sonata,2015,sedan,1,lpg,2.0,50366.0,4.0,automatic,Front,white,4,0,1.0,1,0
2087,314,1172.0,mercedes-benz,e 350,2011,sedan,1,diesel,3.41,132630.0,6.0,automatic,Rear,silver,12,0,3.0,1,0
2088,41886,1091.0,hyundai,h1,2016,minivan,1,diesel,2.5,104697.0,4.0,automatic,Front,silver,4,0,3.0,1,0
2089,7840,0.0,mercedes-benz,s 500,2000,sedan,1,petrol,3.41,276396.0,8.0,tiptronic,Rear,grey,4,0,8.0,1,0
2090,1568,1493.0,mercedes-benz,e 350,2016,sedan,1,diesel,3.41,77205.0,6.0,automatic,Rear,grey,12,0,2.0,1,0
2091,3293,1017.0,hyundai,elantra,2017,sedan,1,petrol,2.0,137997.0,4.0,automatic,Front,blue,12,0,4.0,1,0
2092,23734,1172.0,ford,taurus,2011,sedan,1,petrol,3.41,75010.0,4.0,automatic,Front,silver,4,0,2.0,1,0
2093,12676,836.0,hyundai,santa fe,2010,jeep,1,diesel,2.0,229757.0,4.0,automatic,Front,white,4,0,6.0,1,0
2094,17249,777.0,ford,fusion,2014,sedan,0,petrol,2.5,92525.0,4.0,automatic,Front,silver,12,0,2.0,1,0
2095,220,1194.0,toyota,tacoma,2013,jeep,1,petrol,3.41,239342.0,6.0,automatic,4x4,silver,12,0,6.0,1,0
2096,1333,289.0,ford,escape,2008,jeep,1,hybrid,0.8900000000000001,343306.2,4.0,automatic,Front,blue,0,0,9.0,1,0
2097,47042,2109.1000000000004,bmw,540 i,1995,sedan,1,petrol,3.41,173000.0,8.0,manual,Rear,black,12,0,5.0,1,0
2098,23436,765.0,chevrolet,captiva,2015,jeep,1,diesel,2.0,72645.0,4.0,automatic,Front,silver,4,0,2.0,1,0
2099,24775,0.0,ford,fusion phev,2013,sedan,0,plug-in hybrid,2.0,177600.0,4.0,automatic,Front,black,8,0,5.0,1,0
2100,9095,988.0,toyota,prius,2007,hatchback,0,hybrid,1.5,175000.0,4.0,variator,Front,red,8,0,5.0,1,0
2101,21012,781.0,toyota,camry,2012,sedan,1,petrol,2.5,101000.0,4.0,tiptronic,Front,black,12,0,2.0,1,0
2102,17876,919.0,ford,escape,2012,jeep,1,petrol,3.0,135000.0,4.0,automatic,4x4,white,6,0,3.0,1,0
2103,23521,777.0,toyota,camry,2014,sedan,1,petrol,2.5,74000.0,4.0,automatic,Front,red,8,0,2.0,1,0
2104,7840,0.0,nissan,note,2008,sedan,0,petrol,1.5,161468.0,4.0,variator,Front,golden,0,0,4.0,0,1
2105,10349,2109.1000000000004,subaru,legacy,2005,sedan,1,petrol,3.0,147000.0,6.0,tiptronic,4x4,black,6,0,4.0,0,1
2106,4861,1058.0,mercedes-benz,e 350,2012,sedan,1,diesel,3.41,128202.0,6.0,automatic,Rear,black,12,0,3.0,1,0
2107,42651,0.0,hyundai,santa fe,2013,jeep,1,petrol,2.4,88000.0,4.0,tiptronic,4x4,grey,4,0,2.0,1,0
2108,12858,934.0,subaru,forester,2015,jeep,1,petrol,2.5,93170.0,4.0,automatic,4x4,red,0,0,2.0,1,0
2109,470,1451.0,bmw,x6,2011,jeep,1,petrol,3.41,135800.0,8.0,automatic,4x4,black,12,0,3.0,1,0
2110,14269,1324.0,toyota,highlander,2010,jeep,1,hybrid,3.3,300366.0,6.0,automatic,4x4,blue,12,0,8.0,1,0
2111,14426,779.0,toyota,camry,2013,sedan,1,hybrid,2.5,131400.0,4.0,automatic,Front,blue,12,0,3.0,1,0
2112,19130,0.0,fiat,500 abarth,2013,coupe,0,petrol,1.4,98000.0,4.0,manual,Front,black,6,0,2.0,1,0
2113,16935,0.0,toyota,prius,2009,hatchback,0,hybrid,1.8,148000.0,4.0,automatic,Front,grey,12,0,4.0,1,0
2114,20698,697.0,toyota,auris,2015,hatchback,0,petrol,1.8,78000.0,4.0,manual,Front,silver,10,0,2.0,1,0
2115,18500,836.0,hyundai,santa fe,2010,jeep,1,diesel,2.0,142427.0,4.0,automatic,Front,silver,4,0,4.0,1,0
2116,3136,1578.0,bmw,650,2015,sedan,1,petrol,3.41,60709.0,8.0,automatic,Rear,white,12,0,1.0,1,0
2117,862,583.0,ford,fiesta,2011,hatchback,1,petrol,1.6,175198.0,4.0,automatic,Front,green,12,0,5.0,1,0
2118,4000,0.0,opel,astra,1998,hatchback,0,petrol,1.6,20400.0,4.0,manual,Front,black,2,0,0.0,1,0
2119,470,697.0,volkswagen,jetta,2015,sedan,1,petrol,1.8,117006.0,4.0,automatic,Front,white,12,0,3.0,1,0
2120,18189,0.0,hyundai,elantra,2012,sedan,0,petrol,1.8,121918.0,4.0,tiptronic,Front,grey,2,0,3.0,1,0
2121,784,271.0,toyota,prius,2014,hatchback,1,hybrid,1.5,0.0,4.0,automatic,Front,white,12,0,0.0,1,0
2122,549,1091.0,toyota,camry,2016,sedan,1,petrol,2.5,117453.0,4.0,automatic,Front,silver,12,0,3.0,1,0
2123,15053,627.0,chevrolet,malibu,2014,sedan,1,diesel,2.0,38714.0,4.0,automatic,Front,brown,4,0,1.0,1,0
2124,549,891.0,mercedes-benz,cla 250,2016,sedan,1,petrol,2.0,50552.0,4.0,automatic,Front,white,12,0,1.0,1,0
2125,28300,0.0,bmw,320,2013,sedan,1,petrol,2.0,150000.0,4.0,tiptronic,Rear,black,12,0,4.0,1,0
2126,750,0.0,gaz,24 10,1984,sedan,0,petrol,2.4,86632.0,4.0,manual,Rear,white,0,0,2.0,1,0
2127,16935,0.0,mitsubishi,l 200,1998,pickup,0,diesel,2.5,0.0,4.0,manual,4x4,blue,2,0,0.0,1,0
2128,78917,1156.0,ford,explorer,2017,jeep,1,petrol,2.3,111416.0,4.0,automatic,Front,white,4,0,3.0,1,0
2129,19416,531.0,hyundai,elantra,2012,sedan,1,petrol,1.6,79534.0,4.0,automatic,Front,grey,4,0,2.0,1,0
2130,49858,891.0,hyundai,santa fe,2016,jeep,1,diesel,2.0,126465.0,4.0,automatic,Front,grey,4,0,3.0,1,0
2131,27284,639.0,hyundai,santa fe,2014,jeep,1,diesel,2.0,51106.0,4.0,automatic,Front,white,4,0,1.0,1,0
2132,23129,730.0,hyundai,elantra,2016,sedan,1,petrol,1.6,87973.0,4.0,automatic,Front,grey,4,0,2.0,1,0
2133,4704,0.0,peugeot,206,2009,sedan,0,petrol,1.4,130000.0,4.0,manual,Front,silver,0,0,3.0,1,0
2134,13172,891.0,hyundai,sonata,2016,sedan,1,lpg,2.0,343306.2,4.0,automatic,Front,orange,4,0,9.0,1,0
2135,188,308.0,toyota,prius,2014,jeep,1,hybrid,1.8,187334.0,4.0,automatic,Front,white,12,0,5.0,1,0
2136,19130,707.0,audi,a4 premium plius,2011,sedan,1,petrol,2.0,181155.0,4.0,tiptronic,4x4,black,8,0,5.0,1,0
2137,28852,0.0,mercedes-benz,c 300,2012,sedan,1,petrol,3.0,70000.0,6.0,tiptronic,4x4,red,12,0,2.0,1,0
2138,83107,0.0,toyota,land cruiser prado,2014,jeep,0,diesel,3.0,120000.0,8.0,automatic,4x4,black,12,0,3.0,1,0
2139,37897,765.0,hyundai,santa fe,2015,jeep,1,diesel,2.0,148387.0,4.0,automatic,Front,white,4,0,4.0,1,0
2140,10036,0.0,mini,cooper,2006,coupe,1,petrol,1.6,1200.0,4.0,tiptronic,Front,purple,2,0,0.0,0,1
2141,17939,639.0,chevrolet,cruze,2014,sedan,1,diesel,2.0,135804.0,4.0,automatic,Front,grey,4,0,3.0,1,0
2142,157,919.0,bmw,x5,2012,jeep,1,diesel,3.0,296395.0,6.0,automatic,4x4,grey,0,0,8.0,1,0
2143,13736,911.0,hyundai,santa fe,2010,jeep,1,diesel,2.2,112483.0,4.0,automatic,Front,silver,4,0,3.0,1,0
2144,4704,934.0,mazda,mazda 6,2015,sedan,1,petrol,2.5,120342.0,4.0,automatic,Front,white,12,0,3.0,1,0
2145,800,0.0,suzuki,swift,2005,sedan,0,petrol,1.3,200000.0,4.0,manual,Front,grey,2,0,5.0,0,1
2146,22197,609.0,honda,fit,2016,hatchback,1,petrol,1.3,70000.0,4.0,automatic,Front,silver,4,0,2.0,1,0
2147,12858,843.0,toyota,prius,2008,hatchback,0,hybrid,1.5,217600.0,4.0,automatic,Front,blue,8,0,6.0,1,0
2148,8500,1268.0,honda,fred,2012,minivan,0,petrol,1.5,100000.0,4.0,automatic,Front,black,2,0,2.0,0,1
2149,282,753.0,hyundai,sonata,2012,sedan,1,hybrid,2.4,226814.0,4.0,automatic,Front,black,0,0,6.0,1,0
2150,4547,0.0,opel,vectra,1996,sedan,0,petrol,1.6,157000.0,4.0,manual,Front,blue,0,0,4.0,1,0
2151,8781,0.0,toyota,altezza,2003,sedan,0,petrol,2.0,59000.0,6.0,automatic,Rear,blue,4,0,1.0,0,1
2152,19444,1051.0,hyundai,sonata,2016,sedan,0,petrol,2.4,58000.0,4.0,tiptronic,Front,blue,0,0,1.0,1,0
2153,27284,830.0,honda,fit,2019,hatchback,0,petrol,1.5,1500.0,4.0,automatic,Front,yellow,6,0,0.0,1,0
2154,10349,0.0,nissan,tiida,2007,sedan,0,petrol,1.6,110000.0,4.0,manual,Front,beige,6,0,3.0,1,0
2155,17249,706.0,kia,sportage,2011,jeep,1,diesel,2.0,58499.0,4.0,automatic,Front,black,4,0,1.0,1,0
2156,392,481.0,ford,fusion,2017,sedan,1,hybrid,2.0,89758.0,4.0,automatic,Front,white,0,0,2.0,1,0
2157,5802,874.0,mitsubishi,mirage,2013,hatchback,0,petrol,1.0,40000.0,3.0,automatic,Front,blue,6,0,1.0,0,1
2158,7840,0.0,mercedes-benz,vito,1999,minivan,1,cng,2.8,280000.0,6.0,automatic,Rear,grey,4,0,8.0,0,1
2159,10349,0.0,bmw,x5,2004,jeep,1,cng,3.0,250000.0,6.0,tiptronic,4x4,black,6,0,7.0,1,0
2160,23521,0.0,mercedes-benz,c 320 cdi,2007,sedan,1,diesel,3.0,215000.0,6.0,tiptronic,4x4,brown,8,0,6.0,1,0
2161,1019,1018.0,bmw,535,2011,sedan,1,petrol,3.0,0.0,6.0,automatic,Rear,black,12,0,0.0,1,0
2162,37000,777.0,hyundai,h1,2014,minivan,1,diesel,2.5,120804.0,4.0,automatic,Front,silver,4,0,3.0,1,0
2163,4704,0.0,vaz,2106,1986,sedan,0,cng,1.3,1000.0,2.0,manual,Front,blue,0,0,0.0,1,0
2164,29166,765.0,hyundai,sonata,2015,sedan,1,petrol,2.0,99200.0,4.0,automatic,Front,black,12,0,2.0,1,0
2165,862,1292.0,mercedes-benz,gle 350,2016,jeep,1,petrol,3.0,70450.0,6.0,automatic,4x4,grey,10,0,2.0,1,0
2166,7260,761.0,daewoo,lacetti,2010,sedan,1,petrol,1.8,52584.0,4.0,automatic,Front,white,4,0,1.0,1,0
2167,18189,0.0,toyota,prius c,2012,hatchback,0,hybrid,1.5,174400.0,4.0,automatic,Front,grey,8,0,5.0,1,0
2168,706,1399.0,lexus,rx 350,2010,jeep,1,petrol,3.41,172659.0,6.0,automatic,4x4,white,12,0,5.0,1,0
2169,862,1996.0,honda,cr-v,2002,jeep,1,petrol,2.4,278728.0,4.0,automatic,4x4,white,12,0,8.0,1,0
2170,19757,586.0,toyota,prius,2012,hatchback,1,hybrid,1.8,101000.0,4.0,automatic,Front,grey,12,0,2.0,1,0
2171,21608,2108.0,lexus,ls 460,2009,sedan,1,petrol,3.41,217614.0,4.0,automatic,Front,silver,4,0,6.0,1,0
2172,47042,0.0,bmw,550,2010,sedan,1,petrol,3.41,119000.0,8.0,tiptronic,Rear,black,12,0,3.0,1,0
2173,15681,891.0,hyundai,sonata,2016,sedan,1,lpg,2.0,282994.0,4.0,automatic,Front,silver,4,0,8.0,1,0
2174,12544,0.0,mercedes-benz,ml 350,2004,jeep,1,cng,3.41,195000.0,6.0,tiptronic,4x4,silver,12,0,5.0,1,0
2175,220,777.0,toyota,camry,2014,sedan,1,petrol,2.5,214184.0,4.0,automatic,Front,black,12,0,6.0,1,0
2176,33870,640.0,bmw,328,2013,sedan,1,petrol,2.0,111000.0,4.0,tiptronic,Rear,black,12,0,3.0,1,0
2177,25500,934.0,subaru,forester,2015,jeep,1,petrol,2.5,69000.0,4.0,variator,4x4,silver,12,0,2.0,1,0
2178,43278,0.0,bmw,x5,2012,jeep,1,petrol,3.41,91000.0,8.0,automatic,4x4,blue,12,0,2.0,1,0
2179,10349,585.0,toyota,prius,2013,hatchback,0,hybrid,1.8,317000.0,4.0,variator,Front,white,8,0,9.0,1,0
2180,37633,0.0,bmw,750,2010,sedan,1,petrol,3.41,111000.0,8.0,automatic,4x4,black,12,0,3.0,1,0
2181,15681,891.0,hyundai,sonata,2016,sedan,1,lpg,2.0,290850.0,4.0,automatic,Front,silver,4,0,8.0,1,0
2182,314,583.0,nissan,juke,2011,jeep,1,petrol,1.6,238995.0,4.0,automatic,Front,blue,0,0,6.0,1,0
2183,14113,0.0,ford,focus,2013,sedan,1,petrol,2.0,76800.0,4.0,automatic,Front,black,6,0,2.0,1,0
2184,13485,585.0,hyundai,elantra,2013,sedan,1,petrol,1.8,17000.0,4.0,automatic,Front,black,4,0,0.0,1,0
2185,7527,0.0,mercedes-benz,c 230,2002,coupe,1,petrol,1.8,334000.0,4.0,manual,Rear,silver,6,0,9.0,1,0
2186,32412,777.0,hyundai,h1,2014,minivan,1,diesel,2.5,131957.0,4.0,automatic,Front,white,4,0,3.0,1,0
2187,12720,475.0,hyundai,accent,2012,sedan,1,petrol,1.4,141000.0,4.0,automatic,Front,white,4,0,4.0,1,0
2188,7997,642.0,kia,optima,2012,sedan,1,petrol,2.0,71172.0,4.0,automatic,Front,white,4,0,2.0,1,0
2189,39085,765.0,chevrolet,captiva,2015,jeep,1,diesel,2.0,76550.0,4.0,automatic,Front,black,4,0,2.0,1,0
2190,3293,645.0,lexus,ct 200h,2011,hatchback,1,hybrid,1.8,224267.0,4.0,automatic,Front,silver,0,0,6.0,1,0
2191,17405,761.0,toyota,prius,2010,sedan,1,hybrid,1.8,217600.0,4.0,automatic,Front,grey,6,0,6.0,1,0
2192,5018,1624.0,mercedes-benz,e 350,2009,sedan,1,diesel,3.41,109139.0,6.0,automatic,Rear,black,12,0,3.0,1,0
2193,28225,645.0,mercedes-benz,c 250,2011,sedan,1,petrol,1.8,24000.0,4.0,tiptronic,Rear,red,10,0,0.0,1,0
2194,32929,584.0,mercedes-benz,c 250,2014,coupe,1,petrol,1.8,67680.0,6.0,tiptronic,Rear,black,8,0,1.0,1,0
2195,7527,0.0,opel,astra,1998,hatchback,0,lpg,1.6,225000.0,4.0,manual,Front,white,4,0,6.0,1,0
2196,19676,642.0,chevrolet,malibu,2012,sedan,1,petrol,2.0,194664.0,4.0,automatic,Front,white,4,0,5.0,1,0
2197,2666,382.0,ford,fusion,2015,sedan,1,hybrid,2.0,100747.0,4.0,automatic,Front,green,0,0,2.0,1,0
2198,706,503.0,toyota,prius,2012,hatchback,1,hybrid,1.5,160088.0,4.0,automatic,Front,red,12,0,4.0,1,0
2199,33556,917.0,bmw,x5,2013,jeep,1,petrol,3.0,119000.0,6.0,tiptronic,4x4,silver,12,0,3.0,1,0
2200,16308,891.0,hyundai,sonata,2016,sedan,1,lpg,2.0,343306.2,4.0,automatic,Front,white,4,0,9.0,1,0
2201,18503,0.0,toyota,prius,2010,sedan,1,hybrid,1.8,116000.0,4.0,variator,Front,silver,7,0,3.0,1,0
2202,862,333.0,ford,fusion,2014,sedan,1,hybrid,2.0,186048.0,4.0,automatic,Front,black,0,0,5.0,1,0
2203,14834,707.0,hyundai,sonata,2011,sedan,1,petrol,2.0,190000.0,4.0,automatic,Front,grey,4,0,5.0,1,0
2204,6429,0.0,opel,astra,1998,hatchback,0,petrol,1.6,0.0,4.0,manual,Front,green,4,0,0.0,1,0
2205,1254,639.0,audi,a4,2014,sedan,1,petrol,2.0,42395.0,4.0,automatic,4x4,grey,0,0,1.0,1,0
2206,26425,1811.0,lexus,ls 460,2010,sedan,1,petrol,3.41,224500.0,4.0,automatic,Front,silver,4,0,6.0,1,0
2207,12858,761.0,toyota,prius,2010,hatchback,0,petrol,1.8,19500.0,4.0,variator,Front,blue,6,0,0.0,1,0
2208,9879,1058.0,toyota,highlander,2012,jeep,1,hybrid,3.41,157211.0,6.0,automatic,4x4,white,12,0,4.0,1,0
2209,17092,1017.0,hyundai,elantra se,2017,sedan,0,petrol,2.0,33097.0,4.0,automatic,Front,red,8,0,0.0,1,0
2210,9346,363.0,chevrolet,spark,2014,hatchback,1,petrol,1.0,73936.0,4.0,automatic,Front,white,4,0,2.0,1,0
2211,2195,1079.0,toyota,chr,2018,jeep,1,petrol,2.0,22816.0,4.0,automatic,Front,grey,12,0,0.0,1,0
2212,41886,1091.0,hyundai,h1,2016,minivan,1,diesel,2.5,104697.0,4.0,automatic,Front,silver,4,0,3.0,1,0
2213,8154,1172.0,lexus,is 350,2011,sedan,1,petrol,3.41,259066.0,6.0,automatic,4x4,silver,12,0,7.0,1,0
2214,13000,1488.0,nissan,note,2016,hatchback,0,petrol,1.2,58000.0,3.0,variator,Front,blue,2,0,1.0,0,1
2215,14426,0.0,mercedes-benz,e 270,2003,sedan,0,diesel,2.7,215000.0,6.0,tiptronic,Rear,black,8,0,6.0,1,0
2216,6523,687.0,daewoo,lacetti,2010,sedan,1,petrol,1.6,36125.0,4.0,automatic,Front,blue,4,0,1.0,1,0
2217,25716,0.0,toyota,camry,2012,sedan,1,petrol,2.5,147745.0,4.0,tiptronic,Front,grey,12,0,4.0,1,0
2218,24775,528.0,ford,escape titanium,2014,jeep,1,petrol,1.6,131000.0,4.0,tiptronic,Front,white,12,0,3.0,1,0
2219,10036,639.0,hyundai,sonata,2014,sedan,1,lpg,2.0,343306.2,4.0,automatic,Front,silver,4,0,9.0,1,0
2220,15681,1055.0,mercedes-benz,e 350,2013,sedan,1,petrol,3.41,140800.0,6.0,automatic,4x4,black,0,0,4.0,1,0
2221,1725,1324.0,toyota,highlander,2010,sedan,1,hybrid,3.3,226198.0,6.0,automatic,4x4,green,12,0,6.0,1,0
2222,5018,1399.0,lexus,rx 450,2010,jeep,1,hybrid,3.41,167222.0,6.0,automatic,4x4,black,12,0,4.0,1,0
2223,6899,0.0,volkswagen,golf,1999,sedan,0,petrol,1.6,343306.2,4.0,manual,Front,black,4,0,9.0,1,0
2224,2038,934.0,toyota,camry,2015,sedan,1,petrol,2.5,0.0,4.0,automatic,Front,black,12,0,0.0,1,0
2225,28059,640.0,hyundai,santa fe,2013,jeep,1,diesel,2.0,52351.0,4.0,automatic,Front,white,4,0,1.0,1,0
2226,15624,528.0,hyundai,elantra,2014,sedan,1,petrol,1.6,164649.0,4.0,automatic,Front,grey,4,0,4.0,1,0
2227,282,640.0,audi,a4,2013,sedan,1,petrol,2.0,157584.0,4.0,automatic,4x4,black,0,0,4.0,1,0
2228,3763,1850.0,mercedes-benz,e 350,2008,sedan,1,diesel,3.41,343306.2,6.0,automatic,4x4,black,12,0,9.0,1,0
2229,27598,1017.0,hyundai,elantra,2017,sedan,1,petrol,2.0,83200.0,4.0,tiptronic,Front,silver,6,0,2.0,1,0
2230,470,2109.1000000000004,lexus,gx 460,2017,jeep,1,petrol,3.41,69918.0,8.0,automatic,4x4,white,0,0,2.0,1,0
2231,42024,0.0,bmw,535,2012,sedan,1,petrol,3.0,87000.0,6.0,tiptronic,4x4,black,12,0,2.0,1,0
2232,20071,891.0,bmw,428,2016,cabriolet,1,petrol,2.0,52131.0,4.0,automatic,Rear,black,12,0,1.0,1,0
2233,33908,639.0,hyundai,tucson,2014,jeep,1,diesel,2.0,85254.0,4.0,automatic,Front,black,4,0,2.0,1,0
2234,17035,836.0,hyundai,sonata,2010,sedan,1,petrol,2.0,144500.0,4.0,automatic,Front,white,4,0,4.0,1,0
2235,11864,687.0,hyundai,elantra,2010,sedan,1,petrol,1.6,118698.0,4.0,automatic,Front,silver,4,0,3.0,1,0
2236,42337,0.0,toyota,rav 4,2015,jeep,0,petrol,2.5,7520.0,8.0,automatic,Front,white,8,0,0.0,1,0
2237,45473,0.0,mercedes-benz,sprinter,2008,microbus,0,diesel,2.2,190000.0,4.0,tiptronic,Rear,silver,2,0,5.0,1,0
2238,3293,475.0,fiat,500,2012,hatchback,1,petrol,1.4,157317.0,4.0,automatic,Front,red,12,0,4.0,1,0
2239,15367,0.0,volvo,c30 2010,2010,coupe,1,petrol,2.5,160000.0,5.0,manual,Front,black,6,0,4.0,1,0
2240,36137,880.0,hyundai,elantra,2018,sedan,1,lpg,1.6,47181.0,4.0,automatic,Front,silver,4,0,1.0,1,0
2241,470,1750.0,toyota,highlander,2008,coupe,1,hybrid,3.3,182024.0,6.0,automatic,4x4,black,12,0,5.0,1,0
2242,941,1850.0,lexus,rx 400,2008,jeep,1,hybrid,3.41,343306.2,6.0,automatic,4x4,black,12,0,9.0,1,0
2243,20385,781.0,toyota,camry,2012,sedan,1,petrol,2.5,162000.0,4.0,tiptronic,Front,black,10,0,4.0,1,0
2244,22580,0.0,toyota,camry,2012,sedan,1,petrol,2.5,304000.0,4.0,tiptronic,Front,carnelian red,12,0,8.0,1,0
2245,4077,0.0,nissan,micra,1998,coupe,0,petrol,1.0,130000.0,4.0,manual,Front,silver,2,0,3.0,1,0
2246,220,259.0,chevrolet,volt,2014,hatchback,1,hybrid,1.4,110958.0,4.0,automatic,Front,black,0,0,3.0,1,0
2247,7840,0.0,honda,fit,2002,hatchback,0,petrol,1.3,178000.0,4.0,variator,Front,white,2,0,5.0,0,1
2248,392,1514.0,lexus,gx 470,2011,sedan,1,petrol,3.41,202048.0,8.0,automatic,4x4,white,0,0,5.0,1,0
